Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
92.82,9282,55470,1,0,0,0,841.21704,880.50842,1625.28992,1697.99805,-0.23414,0.02441,0.55348,-18.953,79.258,4.568,6025,71685,105422
92.83,9283,55471,1,0,0,0,841.21704,880.50842,1624.52698,1698.37952,-0.26331,0.05274,0.78872,-18.48,74.9,7.053,6028,71713,105462
92.84,9284,55472,1,0,0,0,841.21704,880.50842,1624.67957,1698.45581,-0.29273,0.09339,1.0712,-20.528,66.255,8.365,6028,71713,105462
92.85,9285,55473,1,0,0,0,841.21704,880.50842,1625.36621,1698.6084,-0.32691,0.09339,1.40275,-24.553,52.938,7.263,6029,71777,105546
92.86,9286,55474,1,0,0,0,841.21704,880.50842,1624.90845,1698.98987,-0.51503,-0.10266,1.98675,-41.055,21.228,-2.958,6029,71777,105546
92.87,9287,55475,1,0,0,0,841.21704,881.27136,1625.13733,1699.29504,-0.65773,-0.21998,2.20466,-48.808,1.908,-12.005,6029,71889,105714
92.88,9288,55476,1,0,0,0,841.21704,881.27136,1625.21362,1699.44763,-0.77065,-0.37928,2.37861,-48.878,-20.16,-23.275,6029,71889,105714
92.89,9289,55477,1,0,0,0,841.21704,881.27136,1625.13733,1699.60022,-0.83938,-0.57717,2.51741,-44.695,-41.37,-31.063,6031,72001,105902
92.9,9290,55478,1,0,0,0,841.21704,881.27136,1625.21362,1699.60022,-0.83938,-0.78457,2.60567,-38.518,-57.26,-35.035,6031,72001,105902
92.91,9291,55479,1,0,0,0,841.21704,881.27136,1626.05286,1699.44763,-0.83462,-1.18412,2.74703,-27.44,-63.42,-42.263,6027,72054,105960
92.92,9292,55480,1,0,0,0,841.29333,881.27136,1625.36621,1699.8291,-0.80862,-1.34465,2.82443,-14.788,-53.358,-48.93,6027,72054,105960
92.93,9293,55481,1,0,0,0,841.29333,881.27136,1625.28992,1699.67651,-0.77981,-1.4904,2.89181,-19.548,-36.312,-57.173,6025,72083,105973
92.94,9294,55482,1,0,0,0,841.29333,881.27136,1625.74768,1699.44763,-0.78359,-1.61602,2.90841,-28.018,-17.273,-63.998,6025,72083,105973
92.95,9295,55483,1,0,0,0,841.29333,881.27136,1625.36621,1699.52393,-0.82754,-1.7337,2.91293,-28.315,0.228,-68.705,6023,72095,105986
92.96,9296,55484,1,0,0,0,841.29333,881.27136,1625.21362,1699.44763,-0.85086,-1.81426,2.81674,-17.99,14.403,-68.775,6023,72095,105986
92.97,9297,55485,1,0,0,0,841.29333,881.27136,1625.13733,1699.44763,-0.69094,-1.55583,2.36799,1.68,29.505,-46.183,6026,72095,106001
92.98,9298,55486,1,0,0,0,841.29333,881.27136,1624.75586,1699.14246,-0.57192,-1.34245,2.12763,12.968,29.54,-30.363,6026,72095,106001
92.99,9299,55487,1,0,0,0,841.29333,881.27136,1625.06104,1698.91357,-0.45228,-1.13858,1.90985,21.718,24.868,-15.89,6026,72095,106001
93.0,9300,55488,1,0,0,0,841.29333,881.27136,1625.36621,1698.83728,-0.3086,-0.9396,1.66839,24.973,15.488,-1.225,6030,72051,105941
93.01,9301,55489,1,0,0,0,841.29333,881.27136,1624.83215,1698.6084,-0.14539,-0.74148,1.42253,25.9,2.433,10.465,6030,72051,105941
93.02,9302,55490,1,0,0,0,841.06445,881.27136,1624.75586,1698.5321,0.14515,-0.3965,0.95022,24.885,-27.143,24.15,6026,71947,105779
93.03,9303,55491,1,0,0,0,841.06445,881.27136,1625.06104,1698.15063,0.22962,-0.27528,0.71609,24.745,-41.178,28.91,6026,71947,105779
93.04,9304,55492,1,0,0,0,841.06445,881.27136,1624.52698,1698.37952,0.25245,-0.19068,0.49293,22.855,-52.833,34.3,6032,71822,105611
93.05,9305,55493,1,0,0,0,841.06445,881.27136,1624.45068,1698.22693,0.23035,-0.14991,0.28895,23.24,-62.143,40.198,6032,71822,105611
93.06,9306,55494,1,0,0,0,841.06445,881.27136,1624.83215,1697.84546,0.19788,-0.12378,0.09375,25.078,-68.67,45.483,6039,71743,105511
93.07,9307,55495,1,0,0,0,841.06445,880.88989,1624.52698,1698.30322,0.18702,-0.04968,-0.16431,28.105,-76.65,54.11,6047,71700,105464
93.08,9308,55496,1,0,0,0,841.06445,880.88989,1624.06921,1697.92175,0.19556,0.00037,-0.25135,29.26,-77.683,56.123,6047,71700,105464
93.09,9309,55497,1,0,0,0,841.06445,880.88989,1624.67957,1697.76917,0.19471,0.04468,-0.32899,27.965,-75.845,56.298,6047,71700,105464
93.1,9310,55498,1,0,0,0,841.06445,880.88989,1624.2981,1697.76917,0.18287,0.07581,-0.39637,23.52,-71.453,54.653,6051,71673,105433
93.11,9311,55499,1,0,0,0,841.06445,880.88989,1624.2981,1697.84546,0.16407,0.08936,-0.4424,17.675,-65.8,51.17,6051,71673,105433
93.12,9312,55500,1,0,0,0,840.91187,880.88989,1624.75586,1698.22693,0.07288,0.06714,-0.49623,2.643,-49.42,40.758,6059,71650,105414
93.13,9313,55501,1,0,0,0,840.91187,880.88989,1623.91663,1698.30322,0.00891,0.03845,-0.51527,-2.625,-39.883,35.56,6059,71650,105414
93.14,9314,55502,1,0,0,0,840.91187,880.88989,1624.2218,1697.76917,-0.04822,0.00769,-0.52882,-4.078,-30.398,30.223,6062,71645,105408
93.15,9315,55503,1,0,0,0,840.91187,880.88989,1624.37439,1697.61658,-0.10315,-0.00501,-0.52797,-1.558,-19.863,24.15,6062,71645,105408
93.16,9316,55504,1,0,0,0,840.91187,880.88989,1624.37439,1697.69287,-0.14234,-0.00037,-0.51967,2.153,-9.328,18.358,6059,71648,105401
93.17,9317,55505,1,0,0,0,840.91187,880.43213,1624.45068,1697.84546,-0.18897,0.00269,-0.4966,4.865,9.73,11.078,6056,71649,105394
93.18,9318,55506,1,0,0,0,840.91187,880.43213,1624.52698,1697.69287,-0.1991,0.00427,-0.46229,5.355,18.848,9.118,6056,71649,105394
93.19,9319,55507,1,0,0,0,840.91187,880.43213,1624.45068,1697.84546,-0.19666,0.00708,-0.43776,6.913,27.86,7.403,6056,71649,105394
93.2,9320,55508,1,0,0,0,840.91187,880.43213,1624.37439,1697.76917,-0.19324,0.01575,-0.3965,9.678,36.085,6.65,6050,71652,105380
93.21,9321,55509,1,0,0,0,840.91187,880.43213,1625.06104,1697.69287,-0.18812,0.01904,-0.34571,13.58,43.82,6.265,6050,71652,105380
93.22,9322,55510,1,0,0,0,840.91187,880.43213,1624.37439,1697.99805,-0.19422,0.02405,-0.16602,18.69,58.31,6.423,6045,71647,105370
93.23,9323,55511,1,0,0,0,840.91187,880.43213,1624.2218,1697.92175,-0.2035,0.03442,-0.02588,20.703,64.243,6.738,6045,71647,105370
93.24,9324,55512,1,0,0,0,840.91187,880.43213,1624.75586,1697.92175,-0.20618,0.06055,0.16651,22.295,68.793,6.895,6043,71650,105369
93.25,9325,55513,1,0,0,0,840.91187,880.43213,1624.45068,1697.99805,-0.21436,0.06531,0.40956,22.435,71.4,6.965,6043,71650,105369
93.26,9326,55514,1,0,0,0,840.91187,880.43213,1624.60327,1698.22693,-0.24012,0.10474,0.72866,16.643,71.523,6.108,6038,71672,105390
93.27,9327,55515,1,0,0,0,840.91187,880.8136,1625.21362,1698.45581,-0.3639,0.06336,1.47343,-4.183,62.44,-2.363,6031,71732,105472
93.28,9328,55516,1,0,0,0,840.91187,880.8136,1624.52698,1698.98987,-0.49123,-0.07031,1.7752,-18.288,52.168,-8.085,6031,71732,105472
93.29,9329,55517,1,0,0,0,840.91187,880.8136,1624.90845,1699.06616,-0.6144,-0.2074,1.98224,-32.533,36.12,-16.118,6031,71732,105472
93.3,9330,55518,1,0,0,0,840.91187,880.8136,1625.36621,1699.14246,-0.69118,-0.34327,2.16535,-39.603,17.29,-27.79,6033,71833,105617
93.31,9331,55519,1,0,0,0,840.91187,880.8136,1624.90845,1699.44763,-0.74429,-0.52553,2.33882,-40.565,0.42,-38.063,6033,71833,105617
93.32,9332,55520,1,0,0,0,841.21704,880.8136,1625.28992,1699.52393,-0.88736,-0.9252,2.62166,-42.84,-14.35,-49.56,6030,71949,105807
93.33,9333,55521,1,0,0,0,841.21704,880.8136,1625.59509,1699.67651,-0.99698,-1.15226,2.81442,-41.44,-13.038,-57.575,6030,71949,105807
93.34,9334,55522,1,0,0,0,841.21704,880.8136,1625.36621,1699.9054,-1.06925,-1.35307,3.08591,-47.145,-7.333,-67.34,6030,72044,105929
93.35,9335,55523,1,0,0,0,841.21704,880.8136,1625.36621,1700.05798,-1.09915,-1.52104,3.31639,-53.288,0.613,-79.1,6030,72044,105929
93.36,9336,55524,1,0,0,0,841.21704,880.8136,1625.82397,1699.9054,-1.1005,-1.65728,3.3524,-57.19,7.473,-88.253,6027,72122,106033
93.37,9337,55525,1,0,0,0,841.21704,881.57654,1625.36621,1699.60022,-0.93582,-1.72491,2.9968,-50.295,14.805,-78.505,6027,72122,106033
93.38,9338,55526,1,0,0,0,841.21704,881.57654,1625.21362,1699.75281,-0.74245,-1.58123,2.9968,-50.295,14.805,-63.193,6031,72143,106073
93.39,9339,55527,1,0,0,0,841.21704,881.57654,1625.67139,1699.44763,-0.56777,-1.42155,2.55647,-26.985,16.03,-46.428,6031,72143,106073
93.4,9340,55528,1,0,0,0,841.21704,881.57654,1625.06104,1699.44763,-0.43019,-1.25053,2.36555,-15.75,12.548,-29.61,6038,72127,106071
93.41,9341,55529,1,0,0,0,841.21704,881.57654,1624.90845,1699.21875,-0.30079,-1.06497,2.13996,-9.398,4.795,-12.653,6038,72127,106071
93.42,9342,55530,1,0,0,0,841.29333,881.57654,1625.13733,1698.76099,-0.15662,-0.89016,1.88177,-4.41,-7.735,1.4,6040,72078,106024
93.43,9343,55531,1,0,0,0,841.29333,881.57654,1624.45068,1698.45581,-0.01294,-0.73098,1.60466,0.595,-23.223,11.69,6040,72078,106024
93.44,9344,55532,1,0,0,0,841.29333,881.57654,1624.67957,1698.22693,0.19153,-0.38636,1.01004,13.3,-52.763,27.895,6041,71952,105828
93.45,9345,55533,1,0,0,0,841.29333,881.57654,1624.90845,1697.92175,0.23988,-0.23426,0.71865,21.105,-65.503,33.985,6041,71952,105828
93.46,9346,55534,1,0,0,0,841.29333,881.57654,1624.52698,1697.84546,0.25758,-0.09668,0.4601,24.78,-75.565,40.478,6049,71827,105647
93.47,9347,55535,1,0,0,0,841.29333,880.50842,1624.37439,1697.76917,0.26856,-0.00073,0.23389,27.213,-83.703,46.498,6049,71827,105647
93.48,9348,55536,1,0,0,0,841.29333,880.50842,1624.75586,1697.61658,0.27271,0.05615,0.04016,26.128,-88.918,51.38,6057,71748,105556
93.49,9349,55537,1,0,0,0,841.29333,880.50842,1624.45068,1697.76917,0.25318,0.08448,-0.26624,22.173,-89.845,56.735,6057,71748,105556
93.5,9350,55538,1,0,0,0,841.29333,880.50842,1624.45068,1697.76917,0.22938,0.10242,-0.36158,22.943,-85.803,56.368,6069,71699,105498
93.51,9351,55539,1,0,0,0,841.29333,880.50842,1625.21362,1697.61658,0.19507,0.12488,-0.42616,22.4,-79.065,53.638,6069,71699,105498
93.52,9352,55540,1,0,0,0,840.98816,880.50842,1624.45068,1697.84546,0.15601,0.13062,-0.46706,17.465,-71.033,48.44,6075,71685,105478
93.53,9353,55541,1,0,0,0,840.98816,880.50842,1624.37439,1697.84546,0.11731,0.10572,-0.49916,8.715,-62.283,42.175,6075,71685,105478
93.54,9354,55542,1,0,0,0,840.98816,880.50842,1624.60327,1697.84546,0.01282,0.00586,-0.54457,-6.965,-40.04,29.593,6079,71677,105481
93.55,9355,55543,1,0,0,0,840.98816,880.50842,1624.2981,1698.07434,-0.03223,-0.0188,-0.56532,-7.823,-28.438,23.993,6079,71677,105481
93.56,9356,55544,1,0,0,0,840.98816,880.50842,1624.37439,1697.99805,-0.07105,-0.04248,-0.56679,-3.623,-17.71,19.093,6081,71673,105476
93.57,9357,55545,1,0,0,0,840.98816,880.50842,1624.75586,1697.76917,-0.10315,-0.04419,-0.55263,1.365,-6.948,15.278,6081,71673,105476
93.58,9358,55546,1,0,0,0,840.98816,880.50842,1624.06921,1697.84546,-0.12134,-0.03211,-0.52345,6.09,3.133,11.778,6080,71669,105467
93.59,9359,55547,1,0,0,0,840.98816,880.50842,1624.06921,1697.92175,-0.11304,-0.0072,-0.45131,11.935,21.35,7.28,6080,71669,105467
93.6,9360,55548,1,0,0,0,840.98816,880.50842,1624.52698,1697.92175,-0.10034,-0.00415,-0.40858,11.9,29.908,6.843,6080,71667,105462
93.61,9361,55549,1,0,0,0,840.98816,880.50842,1624.14551,1698.07434,-0.08704,-0.00903,-0.35133,10.343,38.01,6.738,6080,71667,105462
93.62,9362,55550,1,0,0,0,840.60669,880.50842,1623.84033,1697.99805,-0.07837,-0.02991,-0.28871,7.718,45.36,7.263,6080,71660,105453
93.63,9363,55551,1,0,0,0,840.60669,880.50842,1624.45068,1697.92175,-0.07056,-0.04798,-0.21339,4.62,51.328,8.225,6080,71660,105453
93.64,9364,55552,1,0,0,0,840.60669,880.50842,1624.2218,1697.99805,-0.04956,-0.04981,-0.11206,1.558,55.825,9.1,6080,71655,105440
93.65,9365,55553,1,0,0,0,840.60669,880.50842,1624.2981,1698.07434,-0.00049,-0.07129,0.17005,-2.188,59.938,11.673,6080,71655,105440
93.66,9366,55554,1,0,0,0,840.60669,880.50842,1624.90845,1697.61658,0.00684,-0.07398,0.33534,-6.16,60.148,15.558,6078,71655,105430
93.67,9367,55555,1,0,0,0,840.60669,880.58472,1624.52698,1698.07434,0.00769,-0.09058,0.5425,-9.258,58.923,19.443,6078,71655,105430
93.68,9368,55556,1,0,0,0,840.60669,880.58472,1624.37439,1698.22693,-0.00403,-0.14161,0.82217,-11.095,56.228,23.433,6076,71681,105463
93.69,9369,55557,1,0,0,0,840.60669,880.58472,1624.83215,1698.5321,-0.04846,-0.23292,1.12833,-9.993,51.38,26.163,6076,71681,105463
93.7,9370,55558,1,0,0,0,840.60669,880.58472,1624.75586,1698.68469,-0.29725,-0.45314,1.79156,-0.07,38.675,21.035,6073,71746,105556
93.71,9371,55559,1,0,0,0,840.60669,880.58472,1624.75586,1699.29504,-0.47694,-0.52895,2.05768,8.698,28.455,12.338,6073,71746,105556
93.72,9372,55560,1,0,0,0,841.52222,880.58472,1625.5188,1699.60022,-0.62783,-0.59914,2.21967,16.083,14.91,2.293,6069,71892,105775
93.73,9373,55561,1,0,0,0,841.52222,880.58472,1624.83215,1699.75281,-0.71267,-0.70425,2.31709,19.915,2.31,-6.3,6069,71892,105775
93.74,9374,55562,1,0,0,0,841.52222,880.58472,1625.21362,1699.98169,-0.75051,-0.81912,2.40742,16.993,-6.388,-14.228,6078,72063,106056
93.75,9375,55563,1,0,0,0,841.52222,880.58472,1625.74768,1700.13428,-0.9556,-1.06925,2.72579,-2.52,0.613,-31.518,6078,72063,106056
93.76,9376,55564,1,0,0,0,841.52222,880.58472,1625.4425,1700.13428,-1.06339,-1.14664,2.87326,-25.638,10.29,-38.885,6079,72171,106203
93.77,9377,55565,1,0,0,0,841.52222,881.72913,1625.5188,1699.98169,-1.0336,-1.19572,2.95163,-57.523,13.808,-42.385,6079,72171,106203
93.78,9378,55566,1,0,0,0,841.52222,881.72913,1625.90027,1699.67651,-0.91568,-1.30155,2.99387,-83.808,15.4,-43.593,6080,72214,106218
93.79,9379,55567,1,0,0,0,841.52222,881.72913,1625.28992,1699.75281,-0.81741,-1.44633,2.95138,-95.375,20.02,-42.123,6080,72214,106218
93.8,9380,55568,1,0,0,0,841.52222,881.72913,1625.21362,1699.67651,-0.69753,-1.45878,2.65035,-69.895,34.51,-32.165,6082,72204,106213
93.81,9381,55569,1,0,0,0,841.52222,881.72913,1625.59509,1699.44763,-0.57094,-1.28861,2.43635,-44.398,37.643,-25.41,6082,72204,106213
93.82,9382,55570,1,0,0,0,840.98816,881.72913,1624.52698,1699.21875,-0.4319,-1.07389,2.21613,-20.16,37.1,-18.305,6088,72183,106220
93.83,9383,55571,1,0,0,0,840.98816,881.72913,1624.14551,1699.06616,-0.28578,-0.85989,1.97821,-2.188,33.53,-11.393,6088,72183,106220
93.84,9384,55572,1,0,0,0,840.98816,881.72913,1624.2981,1698.91357,-0.15174,-0.68093,1.73724,9.888,27.3,-5.653,6094,72118,106163
93.85,9385,55573,1,0,0,0,840.98816,881.72913,1624.67957,1698.68469,-0.02698,-0.51906,1.51225,16.223,19.023,-0.665,6094,72118,106163
93.86,9386,55574,1,0,0,0,840.98816,881.72913,1624.75586,1698.6084,0.14869,-0.24915,1.08451,17.763,-2.555,7.665,6097,71997,105953
93.87,9387,55575,1,0,0,0,840.98816,880.66101,1624.98474,1698.22693,0.19849,-0.16126,0.87759,13.615,-14.56,10.71,6097,71997,105953
93.88,9388,55576,1,0,0,0,840.98816,880.66101,1624.45068,1698.22693,0.22718,-0.12879,0.66359,8.435,-25.585,14.525,6104,71891,105800
93.89,9389,55577,1,0,0,0,840.98816,880.66101,1624.45068,1698.15063,0.24049,-0.12964,0.45766,3.448,-35.525,19.408,6104,71891,105800
93.9,9390,55578,1,0,0,0,840.98816,880.66101,1624.75586,1697.92175,0.24329,-0.13575,0.26856,0.84,-43.978,24.868,6113,71813,105708
93.91,9391,55579,1,0,0,0,840.98816,880.66101,1624.2218,1697.76917,0.23194,-0.10511,-0.02857,7.665,-55.283,35.42,6113,71813,105708
93.92,9392,55580,1,0,0,0,840.91187,880.66101,1624.2981,1697.84546,0.20325,-0.06897,-0.14942,14.21,-57.698,39.148,6119,71748,105617
93.93,9393,55581,1,0,0,0,840.91187,880.66101,1624.45068,1697.69287,0.15821,-0.03894,-0.2389,19.128,-57.575,42.42,6119,71748,105617
93.94,9394,55582,1,0,0,0,840.91187,880.66101,1624.2218,1697.92175,0.10962,-0.00501,-0.30116,21.508,-55.58,44.748,6127,71723,105587
93.95,9395,55583,1,0,0,0,840.91187,880.66101,1624.37439,1697.84546,0.0697,0.01624,-0.34584,21.665,-52.395,45.045,6127,71723,105587
93.96,9396,55584,1,0,0,0,840.91187,880.66101,1625.06104,1697.61658,0.00171,0.04114,-0.38478,14.805,-41.493,41.51,6132,71720,105591
93.97,9397,55585,1,0,0,0,840.91187,880.58472,1624.2981,1697.99805,-0.03101,0.0354,-0.39186,9.31,-34.283,37.625,6132,71720,105591
93.98,9398,55586,1,0,0,0,840.91187,880.58472,1624.37439,1697.76917,-0.05921,0.01648,-0.39186,2.765,-26.723,33.005,6136,71725,105593
93.99,9399,55587,1,0,0,0,840.91187,880.58472,1624.75586,1697.69287,-0.08313,-0.01245,-0.39662,-2.958,-18.708,27.913,6136,71725,105593
94.0,9400,55588,1,0,0,0,840.91187,880.58472,1624.2981,1697.76917,-0.10059,-0.03088,-0.39552,-6.405,-10.308,22.383,6132,71721,105580
94.01,9401,55589,1,0,0,0,840.91187,880.58472,1624.2981,1697.69287,-0.1073,-0.03076,-0.37049,-6.038,5.408,12.933,6132,71721,105580
94.02,9402,55590,1,0,0,0,841.14075,880.58472,1624.67957,1697.84546,-0.10828,-0.02979,-0.36451,-4.165,12.968,10.045,6135,71711,105561
94.03,9403,55591,1,0,0,0,841.14075,880.58472,1624.06921,1697.69287,-0.12085,-0.02051,-0.34266,-2.293,20.703,8.418,6135,71711,105561
94.04,9404,55592,1,0,0,0,841.14075,880.58472,1624.2981,1697.84546,-0.12903,-0.00354,-0.29957,-0.228,28.088,6.913,6135,71706,105551
94.05,9405,55593,1,0,0,0,841.14075,880.58472,1624.67957,1697.92175,-0.13086,0.01587,-0.24561,3.325,34.948,5.653,6135,71706,105551
94.06,9406,55594,1,0,0,0,841.14075,880.58472,1624.2218,1697.84546,-0.11145,0.03821,-0.08094,7.385,45.465,5.653,6137,71708,105554
94.07,9407,55595,1,0,0,0,841.14075,880.50842,1624.2981,1697.84546,-0.08545,0.0437,0.03369,7.858,48.878,5.723,6137,71708,105554
94.08,9408,55596,1,0,0,0,841.14075,880.50842,1624.75586,1697.76917,-0.05286,0.03516,0.15467,8.89,51.695,5.705,6134,71706,105545
94.09,9409,55597,1,0,0,0,841.14075,880.50842,1624.2218,1698.07434,-0.02515,0.03784,0.33253,8.785,53.918,6.51,6134,71706,105545
94.1,9410,55598,1,0,0,0,841.14075,880.50842,1624.2218,1698.37952,-0.00439,0.06897,0.57973,7.7,54.635,6.51,6136,71716,105551
94.11,9411,55599,1,0,0,0,841.14075,880.50842,1624.90845,1698.37952,-0.00671,0.08313,0.91055,5.285,53.62,5.075,6136,71716,105551
94.12,9412,55600,1,0,0,0,840.91187,880.50842,1624.60327,1698.76099,-0.27589,-0.16749,1.65862,-5.075,51.538,-0.245,6131,71780,105649
94.13,9413,55601,1,0,0,0,840.91187,880.50842,1624.2981,1699.14246,-0.49806,-0.34376,1.96893,-10.815,41.405,-5.443,6131,71780,105649
94.14,9414,55602,1,0,0,0,840.91187,880.50842,1624.75586,1699.44763,-0.69082,-0.52077,2.1789,-6.44,22.61,-12.828,6131,71932,105886
94.15,9415,55603,1,0,0,0,840.91187,880.50842,1624.75586,1699.75281,-0.81606,-0.61721,2.27912,1.593,5.11,-19.478,6131,71932,105886
94.16,9416,55604,1,0,0,0,840.91187,880.50842,1624.98474,1699.98169,-0.85586,-0.69399,2.36384,10.133,-8.085,-26.058,6133,72108,106167
94.17,9417,55605,1,0,0,0,840.91187,881.65283,1626.28174,1700.21057,-0.88418,-0.99124,2.68856,-0.928,-20.685,-36.225,6133,72108,106167
94.18,9418,55606,1,0,0,0,840.91187,881.65283,1624.98474,1700.28687,-0.94522,-1.17191,2.84848,-25.2,-19.46,-44.118,6131,72196,106251
94.19,9419,55607,1,0,0,0,840.91187,881.65283,1625.21362,1700.28687,-0.92715,-1.35051,2.9935,-58.52,-18.235,-54.898,6131,72196,106251
94.2,9420,55608,1,0,0,0,840.91187,881.65283,1625.82397,1700.05798,-0.81631,-1.51762,3.11753,-88.638,-17.395,-66.098,6129,72238,106261
94.21,9421,55609,1,0,0,0,840.91187,881.65283,1624.90845,1699.98169,-0.7112,-1.70574,3.1666,-105.0,-13.458,-74.918,6129,72238,106261
94.22,9422,55610,1,0,0,0,841.36963,881.65283,1625.21362,1699.9054,-0.67141,-1.92474,2.95969,-82.758,-6.353,-73.483,6129,72242,106269
94.23,9423,55611,1,0,0,0,841.36963,881.65283,1625.13733,1699.67651,-0.56178,-1.75042,2.67049,-60.235,-5.408,-62.51,6129,72242,106269
94.24,9424,55612,1,0,0,0,841.36963,881.65283,1624.98474,1699.52393,-0.37819,-1.46123,2.33393,-36.015,-6.055,-47.898,6133,72243,106309
94.25,9425,55613,1,0,0,0,841.36963,881.65283,1624.90845,1699.14246,-0.19617,-1.19755,2.0285,-13.738,-9.065,-31.763,6133,72243,106309
94.26,9426,55614,1,0,0,0,841.36963,881.65283,1625.36621,1698.5321,-0.03504,-0.99039,1.77142,0.0,-13.493,-14.175,6128,72162,106215
94.27,9427,55615,1,0,0,0,841.36963,881.04248,1624.67957,1698.83728,0.2328,-0.63161,1.27482,11.498,-24.833,15.523,6128,72162,106215
94.28,9428,55616,1,0,0,0,841.36963,881.04248,1624.45068,1698.37952,0.31483,-0.48671,1.02042,17.203,-30.555,26.408,6125,72004,105958
94.29,9429,55617,1,0,0,0,841.36963,881.04248,1624.83215,1698.07434,0.35658,-0.34193,0.7521,22.54,-35.543,34.475,6125,72004,105958
94.3,9430,55618,1,0,0,0,841.36963,881.04248,1624.2981,1698.22693,0.36903,-0.20923,0.50148,26.145,-39.288,42.175,6131,71877,105782
94.31,9431,55619,1,0,0,0,841.36963,881.04248,1624.37439,1698.15063,0.35902,-0.08765,0.27882,29.12,-41.808,50.208,6131,71877,105782
94.32,9432,55620,1,0,0,0,841.21704,881.04248,1624.75586,1697.92175,0.29493,0.02197,-0.11682,36.785,-45.885,62.388,6137,71798,105693
94.33,9433,55621,1,0,0,0,841.21704,881.04248,1623.99292,1697.99805,0.25318,0.05969,-0.2627,38.08,-46.568,65.17,6137,71798,105693
94.34,9434,55622,1,0,0,0,841.21704,881.04248,1624.2218,1698.22693,0.20814,0.08997,-0.37111,42.98,-46.463,65.643,6146,71754,105636
94.35,9435,55623,1,0,0,0,841.21704,881.04248,1624.75586,1698.07434,0.16346,0.1388,-0.44984,47.495,-44.66,63.508,6146,71754,105636
94.36,9436,55624,1,0,0,0,841.21704,881.04248,1624.2981,1698.15063,0.11035,0.18226,-0.50368,48.213,-40.635,57.995,6148,71746,105624
94.37,9437,55625,1,0,0,0,841.21704,880.66101,1624.52698,1697.99805,0.00134,0.21216,-0.55434,34.055,-27.178,40.53,6148,71746,105624
94.38,9438,55626,1,0,0,0,841.21704,880.66101,1624.83215,1697.92175,-0.04382,0.17481,-0.55739,22.12,-19.373,30.433,6154,71750,105624
94.39,9439,55627,1,0,0,0,841.21704,880.66101,1624.2218,1698.30322,-0.0929,0.11377,-0.54738,10.833,-10.465,20.895,6154,71750,105624
94.4,9440,55628,1,0,0,0,841.21704,880.66101,1624.2981,1698.22693,-0.13831,0.06372,-0.53017,3.605,-0.7,12.005,6153,71754,105632
94.41,9441,55629,1,0,0,0,841.21704,880.66101,1624.67957,1698.15063,-0.17188,0.02124,-0.51186,1.715,8.558,3.448,6153,71754,105632
94.42,9442,55630,1,0,0,0,840.75928,880.66101,1624.2981,1698.22693,-0.21485,-0.00525,-0.48659,4.498,26.18,-7.035,6151,71756,105637
94.43,9443,55631,1,0,0,0,840.75928,880.66101,1624.06921,1698.07434,-0.21839,0.01013,-0.47975,6.108,33.95,-9.765,6151,71756,105637
94.44,9444,55632,1,0,0,0,840.75928,880.66101,1624.60327,1697.92175,-0.21693,0.00525,-0.43373,6.895,40.88,-10.028,6150,71762,105644
94.45,9445,55633,1,0,0,0,840.75928,880.66101,1624.14551,1698.07434,-0.21412,-0.01746,-0.36293,6.493,47.04,-8.838,6150,71762,105644
94.46,9446,55634,1,0,0,0,840.75928,880.66101,1624.2218,1697.84546,-0.20679,-0.04126,-0.27723,5.093,52.535,-7.035,6155,71758,105641
94.47,9447,55635,1,0,0,0,840.75928,880.50842,1624.45068,1698.15063,-0.19141,-0.06153,-0.07666,7.42,62.265,-5.635,6155,71758,105641
94.48,9448,55636,1,0,0,0,840.75928,880.50842,1624.2218,1697.84546,-0.18445,-0.03186,0.04187,10.185,65.958,-4.865,6154,71749,105632
94.49,9449,55637,1,0,0,0,840.75928,880.50842,1624.37439,1697.99805,-0.17493,0.01001,0.18665,12.198,68.093,-4.06,6154,71749,105632
94.5,9450,55638,1,0,0,0,840.75928,880.50842,1624.75586,1697.92175,-0.15735,0.05518,0.37049,9.94,68.775,-3.133,6154,71749,105623
94.51,9451,55639,1,0,0,0,840.75928,880.50842,1624.37439,1698.30322,-0.14173,0.11035,0.62514,1.453,67.638,-1.96,6154,71749,105623
94.52,9452,55640,1,0,0,0,841.06445,880.50842,1624.60327,1698.5321,-0.15992,0.03943,1.26603,-16.608,58.135,-2.38,6152,71773,105650
94.53,9453,55641,1,0,0,0,841.06445,880.50842,1624.75586,1698.45581,-0.22767,-0.09815,1.6176,-16.608,49.945,-4.673,6152,71773,105650
94.54,9454,55642,1,0,0,0,841.06445,880.50842,1624.67957,1699.14246,-0.35609,-0.26331,1.91717,-31.29,38.57,-9.765,6148,71846,105761
94.55,9455,55643,1,0,0,0,841.06445,880.50842,1624.75586,1699.21875,-0.50893,-0.41993,2.1319,-34.248,22.313,-16.555,6148,71846,105761
94.56,9456,55644,1,0,0,0,841.06445,880.50842,1625.5188,1699.21875,-0.64797,-0.59279,2.31709,-31.973,3.885,-22.82,6150,71978,105969
