Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.42,42,46230,1,0,0,0,839.99634,881.72913,1622.61963,1699.98169,-0.0332,-0.05933,0.99673,-3.22,0.735,0.158,6595,72590,106746
0.43,43,46231,1,0,0,0,839.99634,881.72913,1622.00928,1700.51575,-0.03479,-0.05994,0.99991,-3.273,0.753,0.368,6595,72590,106746
0.44,44,46232,1,0,0,0,839.99634,881.72913,1622.16187,1700.05798,-0.03467,-0.06043,1.00113,-3.343,0.648,0.595,6592,72590,106735
0.45,45,46233,1,0,0,0,839.99634,881.72913,1622.61963,1699.98169,-0.03613,-0.05969,1.00198,-3.185,0.56,0.508,6592,72590,106735
0.46,46,46234,1,0,0,0,839.99634,881.72913,1622.54333,1700.05798,-0.03772,-0.06079,0.99979,-2.975,0.648,0.525,6586,72578,106710
0.47,47,46235,1,0,0,0,839.99634,881.80542,1622.77222,1700.05798,-0.0376,-0.06275,0.99942,-3.045,0.63,0.683,6586,72578,106710
0.48,48,46236,1,0,0,0,839.99634,881.80542,1623.30627,1699.98169,-0.03931,-0.06458,0.9971,-3.028,0.595,0.648,6584,72577,106701
0.49,49,46237,1,0,0,0,839.99634,881.80542,1622.16187,1700.13428,-0.04553,-0.06616,0.99698,-2.888,0.683,0.525,6584,72577,106701
0.5,50,46238,1,0,0,0,839.99634,881.80542,1622.69592,1700.05798,-0.04846,-0.06836,0.99905,-2.503,0.735,0.21,6577,72574,106698
0.51,51,46239,1,0,0,0,839.99634,881.80542,1623.38257,1700.05798,-0.05005,-0.07105,0.9982,-2.293,0.7,0.035,6577,72574,106698
0.52,52,46240,1,0,0,0,839.99634,881.80542,1622.69592,1700.05798,-0.04883,-0.07276,0.99808,-1.943,0.613,-0.28,6575,72579,106695
0.53,53,46241,1,0,0,0,839.99634,881.80542,1622.54333,1700.74463,-0.04993,-0.07093,0.99942,-1.645,0.578,-0.35,6575,72579,106695
0.54,54,46242,1,0,0,0,839.99634,881.80542,1623.53516,1699.98169,-0.04834,-0.07019,0.99771,-1.505,0.63,-0.613,6572,72578,106683
0.55,55,46243,1,0,0,0,839.99634,881.80542,1622.84851,1699.98169,-0.04321,-0.06885,0.99661,-1.068,0.315,-0.963,6572,72578,106683
0.56,56,46244,1,0,0,0,839.99634,881.80542,1622.77222,1699.98169,-0.04102,-0.06629,0.99612,-0.805,0.42,-1.085,6567,72574,106678
0.57,57,46245,1,0,0,0,839.99634,881.72913,1622.9248,1700.05798,-0.03809,-0.06153,0.9938,-0.718,0.315,-1.208,6567,72574,106678
0.58,58,46246,1,0,0,0,839.99634,881.72913,1622.61963,1700.13428,-0.03613,-0.05713,0.9971,-0.84,0.473,-1.26,6564,72568,106663
0.59,59,46247,1,0,0,0,839.99634,881.72913,1622.61963,1699.98169,-0.03613,-0.05701,0.99979,-1.015,0.473,-1.208,6564,72568,106663
0.6,60,46248,1,0,0,0,839.99634,881.72913,1623.53516,1699.9054,-0.03394,-0.05542,0.99979,-1.208,0.665,-1.278,6560,72571,106662
0.61,61,46249,1,0,0,0,839.99634,881.72913,1622.61963,1699.98169,-0.03284,-0.05481,0.99661,-1.313,0.648,-1.348,6560,72571,106662
0.62,62,46250,1,0,0,0,839.99634,881.72913,1622.61963,1699.8291,-0.03418,-0.05542,0.99857,-1.505,0.578,-1.383,6558,72567,106653
0.63,63,46251,1,0,0,0,839.99634,881.72913,1623.0011,1700.43945,-0.03394,-0.05713,0.99844,-1.803,0.525,-1.26,6558,72567,106653
0.64,64,46252,1,0,0,0,839.99634,881.72913,1622.16187,1700.05798,-0.03735,-0.05969,0.99893,-1.978,0.63,-1.19,6555,72561,106649
0.65,65,46253,1,0,0,0,839.99634,881.72913,1622.23816,1700.13428,-0.0365,-0.0575,0.99881,-1.873,0.648,-1.33,6555,72561,106649
0.66,66,46254,1,0,0,0,839.99634,881.72913,1623.61145,1700.36316,-0.03967,-0.05676,0.99857,-1.855,0.7,-1.33,6552,72563,106648
0.67,67,46255,1,0,0,0,839.99634,881.88171,1622.77222,1700.05798,-0.04028,-0.05908,0.99649,-2.013,0.63,-1.085,6552,72563,106648
0.68,68,46256,1,0,0,0,839.99634,881.88171,1622.77222,1700.05798,-0.04004,-0.05957,0.99673,-1.96,0.525,-0.963,6554,72563,106647
0.69,69,46257,1,0,0,0,839.99634,881.88171,1623.38257,1700.21057,-0.03955,-0.05921,0.99625,-1.855,0.665,-1.26,6554,72563,106647
0.7,70,46258,1,0,0,0,839.99634,881.88171,1622.84851,1700.05798,-0.03967,-0.05457,0.99893,-1.698,0.805,-1.173,6554,72560,106643
0.71,71,46259,1,0,0,0,839.99634,881.88171,1622.23816,1700.13428,-0.03992,-0.05481,0.99771,-1.908,0.595,-1.015,6554,72560,106643
0.72,72,46260,1,0,0,0,840.07263,881.88171,1622.61963,1699.98169,-0.03809,-0.05664,0.99722,-2.083,0.595,-1.103,6553,72558,106641
0.73,73,46261,1,0,0,0,840.07263,881.88171,1622.00928,1700.13428,-0.03906,-0.05603,0.99747,-2.065,0.683,-1.015,6553,72558,106641
0.74,74,46262,1,0,0,0,840.07263,881.88171,1622.31445,1700.05798,-0.03662,-0.05701,0.99637,-2.188,0.525,-1.033,6550,72557,106637
0.75,75,46263,1,0,0,0,840.07263,881.88171,1622.69592,1699.98169,-0.03723,-0.05652,0.99722,-2.153,0.578,-0.84,6550,72557,106637
0.76,76,46264,1,0,0,0,840.07263,881.88171,1622.23816,1699.98169,-0.03674,-0.05725,0.9993,-1.995,0.718,-0.823,6550,72557,106638
0.77,77,46265,1,0,0,0,840.07263,881.65283,1622.31445,1700.13428,-0.03845,-0.0564,0.99857,-2.1,0.595,-0.893,6550,72557,106638
0.78,78,46266,1,0,0,0,840.07263,881.65283,1622.9248,1699.9054,-0.03845,-0.05701,0.99576,-2.03,0.665,-0.788,6549,72558,106640
0.79,79,46267,1,0,0,0,840.07263,881.65283,1622.23816,1699.9054,-0.03992,-0.05664,0.99857,-1.978,0.683,-0.7,6549,72558,106640
0.8,80,46268,1,0,0,0,840.07263,881.65283,1622.39075,1699.75281,-0.04004,-0.05664,0.99905,-2.118,0.578,-0.77,6550,72560,106643
0.81,81,46269,1,0,0,0,840.07263,881.65283,1623.38257,1700.05798,-0.04151,-0.05933,0.99783,-2.345,0.788,-0.928,6550,72560,106643
0.82,82,46270,1,0,0,0,839.99634,881.65283,1622.61963,1700.13428,-0.04028,-0.05884,0.99759,-2.188,0.788,-1.033,6548,72565,106643
0.83,83,46271,1,0,0,0,839.99634,881.65283,1622.54333,1699.98169,-0.0398,-0.05689,0.99759,-1.925,0.735,-1.173,6548,72565,106643
0.84,84,46272,1,0,0,0,839.99634,881.65283,1622.77222,1699.8291,-0.04004,-0.05542,0.99734,-1.925,0.718,-1.4,6549,72562,106644
0.85,85,46273,1,0,0,0,839.99634,881.65283,1622.69592,1699.9054,-0.03955,-0.05737,0.996,-2.293,0.735,-1.488,6549,72562,106644
0.86,86,46274,1,0,0,0,839.99634,881.65283,1622.9248,1699.98169,-0.04004,-0.05701,1.00003,-2.275,0.753,-1.453,6551,72563,106643
0.87,87,46275,1,0,0,0,839.99634,881.72913,1622.77222,1699.98169,-0.03943,-0.0564,1.00015,-2.398,0.735,-1.54,6551,72563,106643
0.88,88,46276,1,0,0,0,839.99634,881.72913,1622.69592,1700.05798,-0.03772,-0.05676,0.99966,-2.433,0.683,-1.575,6551,72565,106648
0.89,89,46277,1,0,0,0,839.99634,881.72913,1622.31445,1700.13428,-0.03772,-0.05689,0.99844,-2.293,0.56,-1.435,6551,72565,106648
0.9,90,46278,1,0,0,0,839.99634,881.72913,1623.07739,1700.05798,-0.03748,-0.05445,1.00003,-1.943,0.508,-1.488,6551,72565,106649
0.91,91,46279,1,0,0,0,839.99634,881.72913,1622.31445,1700.13428,-0.03626,-0.05188,1.00003,-2.048,0.403,-1.19,6551,72565,106649
0.92,92,46280,1,0,0,0,839.99634,881.72913,1622.61963,1699.9054,-0.03565,-0.05371,0.9993,-2.205,0.508,-0.998,6550,72564,106653
0.93,93,46281,1,0,0,0,839.99634,881.72913,1623.0011,1700.05798,-0.03565,-0.05249,0.99966,-1.995,0.35,-0.945,6550,72564,106653
0.94,94,46282,1,0,0,0,839.99634,881.72913,1622.77222,1700.05798,-0.03467,-0.05383,0.99966,-1.908,0.455,-0.945,6550,72570,106668
0.95,95,46283,1,0,0,0,839.99634,881.72913,1622.69592,1700.05798,-0.03638,-0.05261,0.9993,-1.838,0.455,-0.928,6550,72570,106668
0.96,96,46284,1,0,0,0,839.99634,881.72913,1623.53516,1699.98169,-0.03821,-0.05261,0.99747,-1.925,0.368,-0.98,6551,72569,106671
0.97,97,46285,1,0,0,0,839.99634,881.65283,1623.0011,1699.98169,-0.03772,-0.0531,0.99356,-1.978,0.42,-0.805,6551,72569,106671
0.98,98,46286,1,0,0,0,839.99634,881.65283,1622.77222,1700.05798,-0.03626,-0.052,0.99222,-1.803,0.49,-0.578,6553,72575,106689
0.99,99,46287,1,0,0,0,839.99634,881.65283,1623.15369,1700.05798,-0.03809,-0.05261,0.9938,-1.908,0.63,-0.683,6553,72575,106689
1.0,100,46288,1,0,0,0,839.99634,881.65283,1622.84851,1699.98169,-0.04065,-0.05481,0.99319,-2.538,0.63,-0.473,6554,72576,106692
1.01,101,46289,1,0,0,0,839.99634,881.65283,1622.84851,1699.98169,-0.04224,-0.05506,0.99857,-2.958,0.7,-0.613,6554,72576,106692
1.02,102,46290,1,0,0,0,840.4541,881.65283,1623.30627,1700.13428,-0.03943,-0.0564,0.99881,-2.853,0.823,-0.648,6556,72574,106696
1.03,103,46291,1,0,0,0,840.4541,881.65283,1622.54333,1700.05798,-0.04016,-0.0553,1.00113,-2.503,0.7,-0.543,6556,72574,106696
1.04,104,46292,1,0,0,0,840.4541,881.65283,1622.84851,1699.98169,-0.03833,-0.05457,0.99991,-2.503,0.753,-0.578,6560,72576,106699
1.05,105,46293,1,0,0,0,840.4541,881.65283,1623.0011,1700.05798,-0.03723,-0.05506,0.99857,-2.555,0.718,-0.578,6560,72576,106699
1.06,106,46294,1,0,0,0,840.4541,881.65283,1622.39075,1699.9054,-0.0376,-0.05481,0.99783,-2.45,0.753,-0.543,6558,72574,106699
1.07,107,46295,1,0,0,0,840.4541,881.80542,1622.31445,1699.98169,-0.03992,-0.05432,0.99991,-2.503,0.683,-0.77,6558,72574,106699
1.08,108,46296,1,0,0,0,840.4541,881.80542,1623.07739,1699.98169,-0.04163,-0.05664,1.00003,-2.783,0.753,-0.735,6561,72581,106710
1.09,109,46297,1,0,0,0,840.4541,881.80542,1622.39075,1699.98169,-0.03931,-0.05908,0.99783,-2.713,0.578,-0.578,6561,72581,106710
1.1,110,46298,1,0,0,0,840.4541,881.80542,1622.46704,1699.98169,-0.03833,-0.05933,0.99881,-2.433,0.508,-0.613,6564,72586,106715
1.11,111,46299,1,0,0,0,840.4541,881.80542,1622.84851,1699.98169,-0.03711,-0.05847,0.99625,-2.118,0.665,-0.578,6564,72586,106715
1.12,112,46300,1,0,0,0,839.76746,881.80542,1622.54333,1700.13428,-0.03845,-0.05371,0.99734,-2.258,0.718,-0.63,6568,72588,106720
1.13,113,46301,1,0,0,0,839.76746,881.80542,1622.23816,1699.9054,-0.03858,-0.0553,0.99808,-2.415,0.683,-0.578,6568,72588,106720
1.14,114,46302,1,0,0,0,839.76746,881.80542,1622.46704,1699.98169,-0.04028,-0.05591,1.00015,-2.205,0.595,-0.7,6571,72587,106724
1.15,115,46303,1,0,0,0,839.76746,881.80542,1622.84851,1699.9054,-0.03894,-0.05579,1.00003,-1.925,0.683,-0.455,6571,72587,106724
1.16,116,46304,1,0,0,0,839.76746,881.80542,1622.84851,1700.05798,-0.03882,-0.05383,0.99881,-1.68,0.543,-0.245,6569,72589,106733
1.17,117,46305,1,0,0,0,839.76746,881.80542,1623.07739,1699.8291,-0.03723,-0.05261,0.99625,-2.03,0.56,-0.455,6569,72589,106733
1.18,118,46306,1,0,0,0,839.76746,881.80542,1622.69592,1700.05798,-0.03833,-0.0542,0.996,-2.188,0.665,-0.508,6572,72591,106738
1.19,119,46307,1,0,0,0,839.76746,881.80542,1622.39075,1700.13428,-0.03858,-0.05445,0.99625,-2.328,0.718,-0.683,6572,72591,106738
1.2,120,46308,1,0,0,0,839.76746,881.80542,1623.07739,1700.05798,-0.03894,-0.05506,0.99759,-2.345,0.7,-0.473,6579,72591,106743
1.21,121,46309,1,0,0,0,839.76746,881.80542,1622.77222,1700.13428,-0.03797,-0.05408,0.99979,-2.293,0.665,-0.543,6579,72591,106743
1.22,122,46310,1,0,0,0,840.07263,881.80542,1622.9248,1700.05798,-0.03784,-0.05615,1.00003,-2.52,0.595,-0.525,6581,72593,106747
1.23,123,46311,1,0,0,0,840.07263,881.80542,1623.0011,1700.13428,-0.03687,-0.05567,0.99881,-2.38,0.665,-0.543,6581,72593,106747
1.24,124,46312,1,0,0,0,840.07263,881.80542,1622.77222,1700.13428,-0.03674,-0.05383,0.99881,-2.468,0.665,-0.543,6580,72595,106747
1.25,125,46313,1,0,0,0,840.07263,881.80542,1622.46704,1700.05798,-0.03699,-0.0531,0.99759,-2.625,0.735,-0.578,6580,72595,106747
1.26,126,46314,1,0,0,0,840.07263,881.80542,1623.15369,1700.05798,-0.03674,-0.05469,0.99869,-2.555,0.858,-0.56,6581,72597,106757
1.27,127,46315,1,0,0,0,840.07263,881.72913,1622.61963,1700.13428,-0.03967,-0.05469,0.99991,-2.643,0.578,-0.385,6581,72597,106757
1.28,128,46316,1,0,0,0,840.07263,881.72913,1622.31445,1699.98169,-0.0376,-0.0542,0.99832,-2.363,0.648,-0.403,6584,72600,106765
1.29,129,46317,1,0,0,0,840.07263,881.72913,1622.77222,1699.98169,-0.04053,-0.05298,0.99881,-2.45,0.63,-0.578,6584,72600,106765
1.3,130,46318,1,0,0,0,840.07263,881.72913,1622.84851,1699.98169,-0.0398,-0.05371,0.99673,-2.275,0.648,-0.63,6585,72602,106767
1.31,131,46319,1,0,0,0,840.07263,881.72913,1622.61963,1699.9054,-0.03821,-0.05408,0.99661,-2.258,0.665,-0.473,6585,72602,106767
1.32,132,46320,1,0,0,0,840.37781,881.72913,1623.30627,1700.05798,-0.03882,-0.05506,0.99429,-2.31,0.735,-0.28,6588,72599,106770
1.33,133,46321,1,0,0,0,840.37781,881.72913,1622.69592,1699.9054,-0.03955,-0.05445,0.99588,-2.555,0.77,-0.385,6588,72599,106770
1.34,134,46322,1,0,0,0,840.37781,881.72913,1622.9248,1699.9054,-0.03882,-0.05481,0.99832,-2.45,0.77,-0.665,6588,72599,106770
1.35,135,46323,1,0,0,0,840.37781,881.72913,1623.07739,1699.9054,-0.04053,-0.05603,1.00064,-2.45,0.665,-0.525,6591,72601,106772
1.36,136,46324,1,0,0,0,840.37781,881.72913,1622.9248,1699.9054,-0.04089,-0.05847,1.00003,-2.468,0.753,-0.595,6591,72601,106772
1.37,137,46325,1,0,0,0,840.37781,881.65283,1622.9248,1700.05798,-0.0343,-0.05469,0.99698,-2.328,0.648,-0.56,6594,72601,106775
1.38,138,46326,1,0,0,0,840.37781,881.65283,1623.30627,1699.98169,-0.03467,-0.05115,0.99722,-2.31,0.613,-0.665,6594,72601,106775
1.39,139,46327,1,0,0,0,840.37781,881.65283,1623.0011,1700.05798,-0.03552,-0.05017,0.99808,-2.52,0.665,-0.543,6596,72602,106778
1.4,140,46328,1,0,0,0,840.37781,881.65283,1622.77222,1700.05798,-0.03626,-0.05237,0.99905,-2.975,0.788,-0.455,6596,72602,106778
1.41,141,46329,1,0,0,0,840.37781,881.65283,1623.22998,1699.98169,-0.03821,-0.05383,1.00089,-2.94,0.63,-0.263,6598,72606,106784
1.42,142,46330,1,0,0,0,840.07263,881.65283,1623.07739,1700.05798,-0.04138,-0.05481,1.00174,-2.555,0.648,-0.35,6598,72603,106780
1.43,143,46331,1,0,0,0,840.07263,881.65283,1622.69592,1700.05798,-0.04138,-0.05445,1.0004,-2.223,0.508,-0.368,6598,72603,106780
1.44,144,46332,1,0,0,0,840.07263,881.65283,1623.07739,1699.98169,-0.04199,-0.05603,0.99319,-2.24,0.735,-0.35,6598,72603,106780
1.45,145,46333,1,0,0,0,840.07263,881.65283,1622.77222,1699.98169,-0.03833,-0.05518,0.99393,-2.205,0.63,-0.193,6598,72599,106775
1.46,146,46334,1,0,0,0,840.07263,881.65283,1622.69592,1700.05798,-0.03442,-0.05579,0.99588,-2.275,0.578,-0.333,6598,72599,106775
1.47,147,46335,1,0,0,0,840.07263,881.57654,1623.15369,1699.98169,-0.03638,-0.05567,0.99991,-2.398,0.735,-0.385,6594,72588,106746
1.48,148,46336,1,0,0,0,840.07263,881.57654,1622.54333,1699.9054,-0.03711,-0.05628,1.00064,-2.468,0.683,-0.473,6594,72588,106746
1.49,149,46337,1,0,0,0,840.07263,881.57654,1622.77222,1700.05798,-0.03687,-0.05567,1.00125,-2.135,0.578,-0.525,6586,72585,106729
1.5,150,46338,1,0,0,0,840.07263,881.57654,1623.30627,1699.98169,-0.03748,-0.0542,0.9993,-1.838,0.56,-0.63,6586,72585,106729
1.51,151,46339,1,0,0,0,840.07263,881.57654,1622.61963,1700.05798,-0.03955,-0.05383,0.99588,-1.838,0.735,-0.543,6582,72582,106717
1.52,152,46340,1,0,0,0,840.14893,881.57654,1623.0011,1700.05798,-0.04053,-0.05359,0.99588,-2.135,0.648,-0.49,6577,72574,106699
1.53,153,46341,1,0,0,0,840.14893,881.57654,1623.61145,1699.98169,-0.04077,-0.05445,0.99515,-2.293,0.648,-0.49,6577,72574,106699
1.54,154,46342,1,0,0,0,840.14893,881.57654,1622.84851,1699.9054,-0.04212,-0.05542,0.99966,-2.188,0.7,-0.525,6577,72574,106699
1.55,155,46343,1,0,0,0,840.14893,881.57654,1623.0011,1699.9054,-0.04212,-0.05506,1.00027,-2.083,0.7,-0.385,6571,72579,106694
1.56,156,46344,1,0,0,0,840.14893,881.57654,1623.76404,1699.98169,-0.03992,-0.05518,0.99942,-2.048,0.665,-0.368,6571,72579,106694
1.57,157,46345,1,0,0,0,840.14893,881.88171,1622.9248,1700.13428,-0.03833,-0.05628,0.99881,-2.065,0.595,-0.228,6564,72571,106687
1.58,158,46346,1,0,0,0,840.14893,881.88171,1622.69592,1700.05798,-0.03772,-0.05603,0.99844,-1.838,0.56,-0.613,6564,72571,106687
1.59,159,46347,1,0,0,0,840.14893,881.88171,1622.69592,1699.98169,-0.03748,-0.05274,0.99649,-1.803,0.648,-0.613,6558,72567,106674
1.6,160,46348,1,0,0,0,840.14893,881.88171,1622.39075,1700.05798,-0.03784,-0.05225,0.99783,-1.995,0.595,-0.7,6558,72567,106674
1.61,161,46349,1,0,0,0,840.14893,881.88171,1622.46704,1699.9054,-0.03699,-0.05164,0.99808,-2.258,0.7,-0.648,6557,72565,106658
1.62,162,46350,1,0,0,0,840.4541,881.88171,1623.22998,1700.05798,-0.03748,-0.05127,0.99893,-2.223,0.648,-0.665,6549,72558,106651
1.63,163,46351,1,0,0,0,840.4541,881.88171,1622.84851,1700.13428,-0.03577,-0.05066,0.99832,-2.31,0.595,-0.56,6549,72558,106651
1.64,164,46352,1,0,0,0,840.4541,881.88171,1622.69592,1699.9054,-0.03748,-0.05078,0.99869,-2.38,0.578,-0.63,6549,72558,106651
1.65,165,46353,1,0,0,0,840.4541,881.88171,1623.0011,1700.05798,-0.03809,-0.05396,0.99869,-2.468,0.595,-0.648,6546,72551,106646
1.66,166,46354,1,0,0,0,840.4541,881.88171,1622.54333,1700.51575,-0.03723,-0.05567,0.99661,-2.415,0.753,-0.7,6546,72551,106646
1.67,167,46355,1,0,0,0,840.4541,881.65283,1622.54333,1699.75281,-0.03662,-0.05445,0.99637,-2.153,0.648,-0.49,6539,72550,106639
1.68,168,46356,1,0,0,0,840.4541,881.65283,1623.38257,1700.13428,-0.03809,-0.05286,0.99649,-2.03,0.718,-0.525,6539,72550,106639
1.69,169,46357,1,0,0,0,840.4541,881.65283,1622.9248,1699.98169,-0.03821,-0.05188,0.99625,-2.1,0.718,-0.683,6536,72554,106637
1.7,170,46358,1,0,0,0,840.4541,881.65283,1623.0011,1700.21057,-0.04004,-0.05298,0.99954,-2.468,0.7,-0.595,6536,72554,106637
1.71,171,46359,1,0,0,0,840.4541,881.65283,1623.53516,1699.9054,-0.04016,-0.05298,0.99979,-2.695,0.665,-0.595,6537,72551,106632
1.72,172,46360,1,0,0,0,839.99634,881.65283,1622.84851,1700.13428,-0.03821,-0.05432,0.99722,-2.52,0.7,-0.455,6537,72551,106632
1.73,173,46361,1,0,0,0,839.99634,881.65283,1622.31445,1700.05798,-0.03919,-0.05298,0.99698,-2.153,0.63,-0.77,6535,72549,106629
